tier,champ_name,item_id,zero_item_win_rate,zero_count,one_item_win_rate,one_count,lift_score,cn_champ,cn_item
challenger,Syndra,15,0.1156,1808,0.1495,107,0.0339,辛德拉,守护天使
grandmaster,Poppy,36,0.1161,6923,0.15,80,0.0339,波比,离子火花
challenger,KhaZix,67,0.1038,5730,0.1375,320,0.0337,卡兹克,凌风
challenger,Ekko,79,0.1663,1383,0.2,65,0.0337,艾克,伏击之爪
platinum,ChoGath,36,0.1078,4414,0.1416,445,0.0337,科加斯,离子火花
challenger,Jayce,33,0.0759,3610,0.1096,73,0.0337,杰斯,灭世者的死亡之帽
grandmaster,ChoGath,35,0.0956,6842,0.1292,240,0.0336,科加斯,钢铁烈阳之匣
challenger,Lux,34,0.1549,11560,0.1883,154,0.0334,拉克丝,卢登的回声
master,Blitzcrank,67,0.1051,18752,0.1384,3020,0.0334,布里茨,凌风
diamond,Blitzcrank,67,0.1176,19351,0.151,2504,0.0333,布里茨,凌风
grandmaster,Irelia,16,0.1167,2664,0.15,80,0.0333,艾瑞莉娅,饮血剑
challenger,Ashe,67,0.1282,8931,0.1615,384,0.0333,艾希,凌风
grandmaster,Shen,35,0.1084,11646,0.1417,120,0.0333,慎,钢铁烈阳之匣
grandmaster,Lulu,57,0.2021,6804,0.2353,51,0.0332,璐璐,红霸符
grandmaster,Jayce,15,0.0801,4195,0.1133,150,0.0332,杰斯,守护天使
grandmaster,Leona,2,0.0752,4125,0.1083,240,0.0332,蕾欧娜,反曲之弓
master,Fiora,9,0.0749,2524,0.1081,148,0.0332,菲奥娜,拳套
master,KhaZix,17,0.1062,5369,0.1392,79,0.0331,卡兹克,基克的先驱
grandmaster,WuKong,15,0.1081,8896,0.1412,418,0.033,孙悟空,守护天使
diamond,WuKong,78,0.1043,8641,0.1373,51,0.033,孙悟空,守护者胸甲
master,Neeko,68,0.1338,2339,0.1667,72,0.0329,妮蔻,天神法球
platinum,Lulu,6,0.1979,6257,0.2308,52,0.0329,璐璐,负极斗篷
master,Ezreal,2,0.0999,11391,0.1328,128,0.0329,伊泽瑞尔,反曲之弓
diamond,TwistedFate,46,0.1339,5213,0.1667,54,0.0328,崔斯特,恩泽圣杯
grandmaster,Leona,35,0.0752,4125,0.1079,139,0.0328,蕾欧娜,钢铁烈阳之匣
challenger,Thresh,26,0.1599,10538,0.1927,109,0.0328,锤石,卢安娜的飓风
diamond,Graves,59,0.1153,11229,0.1482,81,0.0328,格雷福斯,静止法衣
grandmaster,Ashe,57,0.1242,9750,0.157,223,0.0327,艾希,红霸符
grandmaster,Leona,8,0.0752,4125,0.1078,102,0.0327,蕾欧娜,金铲铲
diamond,Lulu,22,0.1981,5987,0.2308,78,0.0327,璐璐,疾射火炮
diamond,Shen,67,0.1141,12828,0.1466,416,0.0326,慎,凌风
challenger,Lulu,67,0.2037,7896,0.2363,309,0.0326,璐璐,凌风
grandmaster,Kassadin,2,0.1174,15923,0.15,60,0.0326,卡萨丁,反曲之弓
challenger,Poppy,9,0.1103,7202,0.1429,56,0.0326,波比,拳套
challenger,Poppy,25,0.1103,7202,0.1429,56,0.0326,波比,泰坦的坚决
grandmaster,Mordekaiser,68,0.0879,5163,0.1205,83,0.0326,莫德凯撒,天神法球
challenger,Lucian,7,0.0556,2517,0.0882,306,0.0326,卢锡安,巨人腰带
challenger,KhaZix,88,0.1038,5730,0.1364,66,0.0325,卡兹克,自然之力
diamond,Poppy,36,0.1031,3995,0.1356,59,0.0325,波比,离子火花
grandmaster,Graves,47,0.1107,12309,0.1433,363,0.0325,格雷福斯,救赎
master,Thresh,67,0.17,8457,0.2025,395,0.0325,锤石,凌风
diamond,Rakan,59,0.1184,4476,0.1509,53,0.0325,洛,静止法衣
diamond,Ashe,49,0.1289,10077,0.1613,62,0.0324,艾希,正义之手
platinum,Leona,7,0.0838,4549,0.1161,422,0.0324,蕾欧娜,巨人腰带
challenger,Blitzcrank,88,0.0998,18309,0.1321,159,0.0323,布里茨,自然之力
challenger,WuKong,79,0.1045,8208,0.1368,95,0.0323,孙悟空,伏击之爪
platinum,Vi,37,0.1193,8502,0.1515,165,0.0323,蔚,莫雷洛秘典
diamond,ChoGath,69,0.108,6101,0.1404,57,0.0323,科加斯,水银
master,Malphite,55,0.1165,17050,0.1488,121,0.0323,墨菲特,棘刺背心
diamond,Shen,35,0.1141,12828,0.1462,171,0.0322,慎,钢铁烈阳之匣
diamond,Jayce,3,0.0928,5625,0.125,64,0.0322,杰斯,无用大棒
challenger,Kassadin,18,0.1088,14576,0.1409,149,0.0321,卡萨丁,破败王者之刃
master,Vi,46,0.0952,7791,0.1273,55,0.032,蔚,恩泽圣杯
grandmaster,MissFortune,18,0.1479,3436,0.1798,89,0.0319,厄运小姐,破败王者之刃
master,Ezreal,12,0.0999,11391,0.1318,220,0.0319,伊泽瑞尔,巨人杀手
master,Malphite,67,0.1165,17050,0.1484,310,0.0319,墨菲特,凌风
challenger,Xerath,48,0.2231,1461,0.2549,51,0.0318,泽拉斯,星之守护者的符咒
diamond,ChoGath,55,0.108,6101,0.1399,286,0.0318,科加斯,棘刺背心
diamond,Leona,9,0.0683,3264,0.1,70,0.0317,蕾欧娜,拳套
diamond,Vi,88,0.1075,9879,0.1392,510,0.0317,蔚,自然之力
platinum,Kassadin,45,0.1205,10815,0.1522,92,0.0317,卡萨丁,冰霜之心
challenger,Thresh,22,0.1599,10538,0.1915,94,0.0316,锤石,疾射火炮
master,XinZhao,55,0.1146,3282,0.1462,130,0.0316,赵信,棘刺背心
platinum,Ezreal,1,0.1152,8514,0.1467,75,0.0315,伊泽瑞尔,暴风大剑
diamond,Kassadin,17,0.1245,16396,0.1558,77,0.0314,卡萨丁,基克的先驱
master,Ashe,57,0.1248,9252,0.1563,192,0.0314,艾希,红霸符
challenger,VelKoz,38,0.141,1851,0.1724,58,0.0314,维克兹,爆破专家的电荷
master,Thresh,17,0.17,8457,0.2014,144,0.0314,锤石,基克的先驱
challenger,ChoGath,27,0.0897,5394,0.1211,190,0.0313,科加斯,兹若特传送门
platinum,JarvanIV,47,0.0978,5991,0.129,186,0.0312,嘉文四世,救赎
grandmaster,Poppy,67,0.1161,6923,0.1474,190,0.0312,波比,凌风
master,Leona,7,0.0758,4618,0.1069,365,0.0311,蕾欧娜,巨人腰带
diamond,Blitzcrank,58,0.1176,19351,0.1487,464,0.0311,布里茨,叛逆者勋章
diamond,Thresh,69,0.1726,6832,0.2037,54,0.0311,锤石,水银
challenger,Kayle,28,0.1592,5064,0.1903,268,0.0311,凯尔,刺客之爪
master,Malphite,27,0.1165,17050,0.1476,210,0.0311,墨菲特,兹若特传送门
grandmaster,Jayce,59,0.0801,4195,0.1111,54,0.031,杰斯,静止法衣
master,WuKong,35,0.1046,8805,0.1356,118,0.031,孙悟空,钢铁烈阳之匣
diamond,Caitlyn,79,0.1084,4337,0.1392,79,0.0309,凯特琳,伏击之爪
master,Fiora,6,0.0749,2524,0.1058,435,0.0309,菲奥娜,负极斗篷
diamond,Vi,36,0.1075,9879,0.1384,1163,0.0309,蔚,离子火花
platinum,Thresh,15,0.1805,5911,0.2113,71,0.0308,锤石,守护天使
challenger,Blitzcrank,58,0.0998,18309,0.1306,337,0.0308,布里茨,叛逆者勋章
diamond,Vi,68,0.1075,9879,0.1383,94,0.0308,蔚,天神法球
challenger,XinZhao,27,0.12,2209,0.1508,126,0.0308,赵信,兹若特传送门
platinum,Neeko,77,0.092,3718,0.1228,57,0.0308,妮蔻,狂徒铠甲
diamond,Gangplank,39,0.1484,1577,0.1791,67,0.0307,普朗克,珠光护手
diamond,Poppy,25,0.1031,3995,0.1338,142,0.0307,波比,泰坦的坚决
platinum,Vi,1,0.1193,8502,0.15,100,0.0307,蔚,暴风大剑
master,Fiora,2,0.0749,2524,0.1056,483,0.0307,菲奥娜,反曲之弓
challenger,WuKong,5,0.1045,8208,0.1351,111,0.0306,孙悟空,锁子甲
challenger,Shaco,67,0.0898,2261,0.1204,108,0.0306,萨科,凌风
grandmaster,Leona,5,0.0752,4125,0.1057,227,0.0306,蕾欧娜,锁子甲
diamond,Leona,55,0.0683,3264,0.0988,162,0.0305,蕾欧娜,棘刺背心
grandmaster,ChoGath,27,0.0956,6842,0.1261,222,0.0305,科加斯,兹若特传送门
diamond,Kassadin,46,0.1245,16396,0.1546,97,0.0302,卡萨丁,恩泽圣杯
challenger,WuKong,17,0.1045,8208,0.1346,52,0.0301,孙悟空,基克的先驱
diamond,Blitzcrank,27,0.1176,19351,0.1477,88,0.0301,布里茨,兹若特传送门
grandmaster,Thresh,47,0.1691,9396,0.1991,216,0.03,锤石,救赎
master,Thresh,44,0.17,8457,0.2,165,0.03,锤石,炽天使之拥
master,WuKong,3,0.1046,8805,0.1346,52,0.03,孙悟空,无用大棒
diamond,Shaco,16,0.0644,1973,0.0943,212,0.03,萨科,饮血剑
master,Xayah,67,0.1203,4346,0.1502,233,0.0299,霞,凌风
master,Soraka,46,0.1645,8157,0.1944,72,0.0299,索拉卡,恩泽圣杯
challenger,Ezreal,38,0.0952,12275,0.125,56,0.0299,伊泽瑞尔,爆破专家的电荷
diamond,AurelionSol,37,0.2181,2627,0.248,125,0.0299,奥瑞利安·索尔,莫雷洛秘典
challenger,Fiora,4,0.0773,2108,0.1071,644,0.0298,菲奥娜,女神之泪
master,Vi,69,0.0952,7791,0.125,64,0.0298,蔚,水银
platinum,Poppy,47,0.1036,5871,0.1333,90,0.0298,波比,救赎
master,Ekko,59,0.1703,1368,0.2,60,0.0297,艾克,静止法衣
master,Soraka,2,0.1645,8157,0.1942,139,0.0297,索拉卡,反曲之弓
challenger,Kassadin,5,0.1088,14576,0.1385,65,0.0297,卡萨丁,锁子甲
challenger,Mordekaiser,25,0.0989,6533,0.1286,70,0.0297,莫德凯撒,泰坦的坚决
diamond,Rakan,47,0.1184,4476,0.1482,162,0.0297,洛,救赎
grandmaster,Leona,3,0.0752,4125,0.1047,344,0.0295,蕾欧娜,无用大棒
grandmaster,Blitzcrank,58,0.1041,19762,0.1335,427,0.0294,布里茨,叛逆者勋章
master,WuKong,45,0.1046,8805,0.134,433,0.0294,孙悟空,冰霜之心
grandmaster,ChoGath,78,0.0956,6842,0.125,56,0.0294,科加斯,守护者胸甲
challenger,Jayce,45,0.0759,3610,0.1053,57,0.0294,杰斯,冰霜之心
challenger,Graves,4,0.1041,10887,0.1333,60,0.0293,格雷福斯,女神之泪
platinum,Lucian,19,0.0974,3644,0.1266,79,0.0292,卢锡安,无尽之刃
challenger,Fiora,6,0.0773,2108,0.1065,601,0.0292,菲奥娜,负极斗篷
diamond,ChoGath,77,0.108,6101,0.1373,204,0.0292,科加斯,狂徒铠甲
diamond,WuKong,9,0.1043,8641,0.1333,60,0.0291,孙悟空,拳套
diamond,Malphite,27,0.1228,17579,0.152,408,0.0291,墨菲特,兹若特传送门
master,Thresh,46,0.17,8457,0.1991,216,0.029,锤石,恩泽圣杯
challenger,Jayce,67,0.0759,3610,0.1049,143,0.029,杰斯,凌风
platinum,Vi,58,0.1193,8502,0.1482,81,0.0289,蔚,叛逆者勋章
grandmaster,WuKong,36,0.1081,8896,0.137,511,0.0289,孙悟空,离子火花
platinum,Blitzcrank,17,0.1249,16529,0.1539,78,0.0289,布里茨,基克的先驱
master,Kassadin,28,0.1123,14742,0.141,78,0.0288,卡萨丁,刺客之爪
diamond,Rakan,46,0.1184,4476,0.1471,68,0.0287,洛,恩泽圣杯
master,Lux,34,0.1576,10438,0.1863,102,0.0287,拉克丝,卢登的回声
challenger,Leona,66,0.0909,4590,0.1194,67,0.0286,蕾欧娜,巨龙之爪
master,Lucian,88,0.0671,2640,0.0957,115,0.0286,卢锡安,自然之力
challenger,Vi,36,0.088,6514,0.1165,2532,0.0286,蔚,离子火花
platinum,Jinx,23,0.0812,1428,0.1098,82,0.0285,金克丝,鬼索的狂暴之刃
diamond,Vi,55,0.1075,9879,0.1359,184,0.0284,蔚,棘刺背心
challenger,Fiora,8,0.0773,2108,0.1056,161,0.0283,菲奥娜,金铲铲
grandmaster,Lucian,4,0.0563,2273,0.0846,201,0.0283,卢锡安,女神之泪
platinum,Lulu,22,0.1979,6257,0.2262,84,0.0283,璐璐,疾射火炮
master,Lucian,5,0.0671,2640,0.0952,252,0.0282,卢锡安,锁子甲
diamond,VelKoz,38,0.1147,1744,0.1429,70,0.0282,维克兹,爆破专家的电荷
challenger,XinZhao,67,0.12,2209,0.1482,54,0.0282,赵信,凌风
master,Leona,9,0.0758,4618,0.1039,154,0.0281,蕾欧娜,拳套
diamond,WuKong,89,0.1043,8641,0.1324,68,0.0281,孙悟空,暗星之心
master,Fiora,45,0.0749,2524,0.1029,68,0.0281,菲奥娜,冰霜之心
platinum,ChoGath,66,0.1078,4414,0.1359,206,0.0281,科加斯,巨龙之爪
diamond,WuKong,45,0.1043,8641,0.1322,658,0.028,孙悟空,冰霜之心
platinum,Leona,5,0.0838,4549,0.1118,331,0.028,蕾欧娜,锁子甲
master,JarvanIV,55,0.1037,3577,0.1316,76,0.0279,嘉文四世,棘刺背心
challenger,Shaco,11,0.0898,2261,0.1177,85,0.0279,萨科,死亡之刃
challenger,Leona,88,0.0909,4590,0.1186,531,0.0278,蕾欧娜,自然之力
challenger,Neeko,55,0.126,2182,0.1539,52,0.0278,妮蔻,棘刺背心
diamond,Jhin,16,0.1175,1626,0.1452,62,0.0277,烬,饮血剑
challenger,Leona,45,0.0909,4590,0.1185,135,0.0277,蕾欧娜,冰霜之心
grandmaster,Vi,25,0.0928,7230,0.1204,108,0.0276,蔚,泰坦的坚决
platinum,Ezreal,24,0.1152,8514,0.1429,112,0.0276,伊泽瑞尔,斯塔缇克电刃
platinum,Xayah,17,0.1105,4245,0.1379,58,0.0275,霞,基克的先驱
platinum,VelKoz,38,0.1177,2040,0.1452,62,0.0275,维克兹,爆破专家的电荷
grandmaster,XinZhao,27,0.1081,3109,0.1356,118,0.0275,赵信,兹若特传送门
master,Blitzcrank,27,0.1051,18752,0.1325,83,0.0275,布里茨,兹若特传送门
challenger,Ezreal,56,0.0952,12275,0.1226,367,0.0275,伊泽瑞尔,破刃者
grandmaster,Mordekaiser,7,0.0879,5163,0.1154,52,0.0275,莫德凯撒,巨人腰带
challenger,Vi,37,0.088,6514,0.1155,407,0.0275,蔚,莫雷洛秘典
master,ChoGath,44,0.0932,5524,0.1207,58,0.0275,科加斯,炽天使之拥
diamond,Leona,2,0.0683,3264,0.0957,94,0.0274,蕾欧娜,反曲之弓
grandmaster,Vi,55,0.0928,7230,0.1202,183,0.0274,蔚,棘刺背心
platinum,Vi,57,0.1193,8502,0.1467,75,0.0274,蔚,红霸符
challenger,Kayle,67,0.1592,5064,0.1866,134,0.0274,凯尔,凌风
platinum,Ashe,89,0.127,6907,0.1543,175,0.0273,艾希,暗星之心
platinum,Thresh,18,0.1805,5911,0.2078,77,0.0273,锤石,破败王者之刃
master,Kassadin,3,0.1123,14742,0.1395,86,0.0273,卡萨丁,无用大棒
grandmaster,Malphite,67,0.1099,18161,0.1371,423,0.0272,墨菲特,凌风
master,KhaZix,19,0.1062,5369,0.1333,90,0.0272,卡兹克,无尽之刃
diamond,Syndra,46,0.1156,2318,0.1429,77,0.0272,辛德拉,恩泽圣杯
grandmaster,Shaco,29,0.0702,2037,0.0974,113,0.0272,萨科,最后的轻语
challenger,ChoGath,67,0.0897,5394,0.1168,214,0.0271,科加斯,凌风
platinum,Lulu,24,0.1979,6257,0.225,80,0.0271,璐璐,斯塔缇克电刃
grandmaster,MissFortune,39,0.1479,3436,0.1748,143,0.027,厄运小姐,珠光护手
platinum,Rakan,36,0.0992,3761,0.1262,103,0.027,洛,离子火花
challenger,Ashe,29,0.1282,8931,0.1552,174,0.027,艾希,最后的轻语
challenger,Soraka,14,0.1651,7337,0.1921,151,0.027,索拉卡,朔极之矛
master,Vi,2,0.0952,7791,0.1221,254,0.0268,蔚,反曲之弓
challenger,Thresh,14,0.1599,10538,0.1867,225,0.0268,锤石,朔极之矛
grandmaster,Neeko,37,0.1258,1765,0.1525,59,0.0268,妮蔻,莫雷洛秘典
diamond,Shen,7,0.1141,12828,0.1406,192,0.0266,慎,巨人腰带
challenger,KhaZix,7,0.1038,5730,0.1304,69,0.0266,卡兹克,巨人腰带
platinum,Ekko,88,0.1735,1816,0.2,60,0.0265,艾克,自然之力
grandmaster,Lucian,3,0.0563,2273,0.0828,169,0.0265,卢锡安,无用大棒
challenger,Neeko,36,0.126,2182,0.1525,59,0.0265,妮蔻,离子火花
master,Ekko,88,0.1703,1368,0.1967,61,0.0264,艾克,自然之力
diamond,Lux,47,0.1461,6963,0.1724,87,0.0264,拉克丝,救赎
challenger,Ezreal,24,0.0952,12275,0.1215,107,0.0264,伊泽瑞尔,斯塔缇克电刃
challenger,Blitzcrank,36,0.0998,18309,0.1261,111,0.0263,布里茨,离子火花
master,Ashe,67,0.1248,9252,0.1511,364,0.0263,艾希,凌风
diamond,JarvanIV,77,0.0988,3614,0.125,80,0.0262,嘉文四世,狂徒铠甲
challenger,Lulu,47,0.2037,7896,0.2298,161,0.0262,璐璐,救赎
master,Shaco,45,0.0657,2040,0.0918,98,0.0262,萨科,冰霜之心
diamond,WuKong,55,0.1043,8641,0.1304,253,0.0262,孙悟空,棘刺背心
platinum,Shen,79,0.1059,9464,0.1321,106,0.0262,慎,伏击之爪
diamond,Sona,67,0.1001,4166,0.1262,103,0.0261,娑娜,凌风
grandmaster,Ashe,12,0.1242,9750,0.1503,173,0.0261,艾希,巨人杀手
grandmaster,Kassadin,36,0.1174,15923,0.1435,216,0.0261,卡萨丁,离子火花
diamond,Malphite,67,0.1228,17579,0.1489,423,0.0261,墨菲特,凌风
platinum,Lux,79,0.1505,9382,0.1765,51,0.026,拉克丝,伏击之爪
master,Vi,77,0.0952,7791,0.1212,132,0.026,蔚,狂徒铠甲
platinum,Fiora,1,0.0827,3422,0.1087,138,0.026,菲奥娜,暴风大剑
master,Shen,79,0.1089,10710,0.1346,104,0.0258,慎,伏击之爪
grandmaster,Lux,37,0.1637,10165,0.1895,153,0.0258,拉克丝,莫雷洛秘典
platinum,JarvanIV,77,0.0978,5991,0.1235,81,0.0257,嘉文四世,狂徒铠甲
platinum,Shen,17,0.1059,9464,0.1316,76,0.0257,慎,基克的先驱
challenger,Lux,37,0.1549,11560,0.1805,205,0.0256,拉克丝,莫雷洛秘典
grandmaster,Rakan,34,0.1411,3644,0.1667,60,0.0256,洛,卢登的回声
diamond,Fizz,67,0.1456,8277,0.1711,76,0.0255,菲兹,凌风
diamond,MissFortune,23,0.161,3659,0.1864,59,0.0255,厄运小姐,鬼索的狂暴之刃
grandmaster,Leona,68,0.0752,4125,0.1007,149,0.0255,蕾欧娜,天神法球
diamond,Vi,67,0.1075,9879,0.133,579,0.0255,蔚,凌风
platinum,Lucian,29,0.0974,3644,0.1228,114,0.0254,卢锡安,最后的轻语
grandmaster,Karma,46,0.1354,7262,0.1607,56,0.0254,卡尔玛,恩泽圣杯
diamond,Ezreal,34,0.1067,9487,0.1321,106,0.0254,伊泽瑞尔,卢登的回声
challenger,Jayce,27,0.0759,3610,0.1013,79,0.0254,杰斯,兹若特传送门
master,Shen,36,0.1089,10710,0.134,194,0.0252,慎,离子火花
diamond,Blitzcrank,46,0.1176,19351,0.1429,238,0.0252,布里茨,恩泽圣杯
diamond,MissFortune,12,0.161,3659,0.1861,86,0.0251,厄运小姐,巨人杀手
challenger,Vi,88,0.088,6514,0.113,770,0.025,蔚,自然之力
challenger,Leona,36,0.0909,4590,0.1158,760,0.0249,蕾欧娜,离子火花
grandmaster,Leona,25,0.0752,4125,0.1,60,0.0249,蕾欧娜,泰坦的坚决
grandmaster,WuKong,27,0.1081,8896,0.1331,248,0.0249,孙悟空,兹若特传送门
diamond,Leona,5,0.0683,3264,0.0931,204,0.0248,蕾欧娜,锁子甲
grandmaster,KhaZix,2,0.0891,4803,0.1138,123,0.0247,卡兹克,反曲之弓
master,Kassadin,35,0.1123,14742,0.1368,95,0.0246,卡萨丁,钢铁烈阳之匣
platinum,ChoGath,67,0.1078,4414,0.1324,219,0.0246,科加斯,凌风
master,Shen,4,0.1089,10710,0.1333,60,0.0245,慎,女神之泪
diamond,Ekko,4,0.1624,1416,0.1868,91,0.0244,艾克,女神之泪
diamond,Thresh,68,0.1726,6832,0.197,132,0.0244,锤石,天神法球
challenger,Ezreal,2,0.0952,12275,0.1196,184,0.0244,伊泽瑞尔,反曲之弓
platinum,Lulu,48,0.1979,6257,0.2222,81,0.0244,璐璐,星之守护者的符咒
diamond,Caitlyn,67,0.1084,4337,0.1327,196,0.0243,凯特琳,凌风
platinum,Fizz,57,0.1621,7636,0.1864,59,0.0243,菲兹,红霸符
grandmaster,Irelia,88,0.1167,2664,0.141,78,0.0243,艾瑞莉娅,自然之力
grandmaster,Poppy,47,0.1161,6923,0.1405,178,0.0243,波比,救赎
challenger,Blitzcrank,46,0.0998,18309,0.124,492,0.0242,布里茨,恩泽圣杯
grandmaster,Thresh,17,0.1691,9396,0.1932,207,0.0241,锤石,基克的先驱
diamond,JarvanIV,25,0.0988,3614,0.1228,57,0.024,嘉文四世,泰坦的坚决
grandmaster,Ashe,49,0.1242,9750,0.1482,54,0.0239,艾希,正义之手
platinum,WuKong,17,0.1047,8139,0.1286,70,0.0239,孙悟空,基克的先驱
challenger,Shen,45,0.1067,11120,0.1307,199,0.0239,慎,冰霜之心
master,Shen,58,0.1089,10710,0.1327,98,0.0238,慎,叛逆者勋章
challenger,Ezreal,12,0.0952,12275,0.119,269,0.0238,伊泽瑞尔,巨人杀手
platinum,Malphite,27,0.1346,13652,0.1582,177,0.0236,墨菲特,兹若特传送门
diamond,Jinx,18,0.0855,1205,0.1091,55,0.0236,金克丝,破败王者之刃
platinum,JarvanIV,67,0.0978,5991,0.1214,140,0.0236,嘉文四世,凌风
grandmaster,Mordekaiser,47,0.0879,5163,0.1115,305,0.0236,莫德凯撒,救赎
diamond,Thresh,56,0.1726,6832,0.1961,51,0.0235,锤石,破刃者
challenger,Malphite,36,0.1082,16535,0.1316,76,0.0234,墨菲特,离子火花
diamond,Kassadin,37,0.1245,16396,0.1479,284,0.0234,卡萨丁,莫雷洛秘典
platinum,JarvanIV,45,0.0978,5991,0.1212,99,0.0234,嘉文四世,冰霜之心
challenger,Thresh,45,0.1599,10538,0.1833,60,0.0234,锤石,冰霜之心
platinum,Syndra,34,0.1017,2379,0.125,72,0.0233,辛德拉,卢登的回声
diamond,VelKoz,33,0.1147,1744,0.1379,116,0.0233,维克兹,灭世者的死亡之帽
challenger,Ezreal,59,0.0952,12275,0.1183,93,0.0231,伊泽瑞尔,静止法衣
diamond,Graves,68,0.1153,11229,0.1385,65,0.0231,格雷福斯,天神法球
grandmaster,Vi,88,0.0928,7230,0.1158,622,0.023,蔚,自然之力
platinum,Soraka,47,0.1407,7122,0.1636,55,0.023,索拉卡,救赎
platinum,ChoGath,27,0.1078,4414,0.1308,107,0.023,科加斯,兹若特传送门
challenger,Graves,57,0.1041,10887,0.127,63,0.0229,格雷福斯,红霸符
diamond,Ekko,39,0.1624,1416,0.1852,81,0.0228,艾克,珠光护手
diamond,Caitlyn,19,0.1084,4337,0.1312,61,0.0228,凯特琳,无尽之刃
master,Vi,36,0.0952,7791,0.118,1771,0.0228,蔚,离子火花
platinum,Jayce,36,0.0908,4990,0.1136,317,0.0228,杰斯,离子火花
challenger,Jayce,36,0.0759,3610,0.0987,304,0.0228,杰斯,离子火花
platinum,VelKoz,15,0.1177,2040,0.1404,57,0.0227,维克兹,守护天使
platinum,VelKoz,69,0.1177,2040,0.1404,114,0.0227,维克兹,水银
platinum,Blitzcrank,88,0.1249,16529,0.1476,271,0.0227,布里茨,自然之力
platinum,Ekko,8,0.1735,1816,0.1961,51,0.0226,艾克,金铲铲
grandmaster,Vi,69,0.0928,7230,0.1154,52,0.0226,蔚,水银
challenger,Graves,67,0.1041,10887,0.1267,450,0.0226,格雷福斯,凌风
platinum,Blitzcrank,7,0.1249,16529,0.1475,61,0.0226,布里茨,巨人腰带
diamond,WuKong,5,0.1043,8641,0.1269,134,0.0226,孙悟空,锁子甲
diamond,Zoe,46,0.1313,5216,0.1539,52,0.0225,佐伊,恩泽圣杯
diamond,Fiora,2,0.079,3024,0.1015,197,0.0225,菲奥娜,反曲之弓
master,Vi,39,0.0952,7791,0.1177,68,0.0224,蔚,珠光护手
diamond,Mordekaiser,47,0.082,3551,0.1044,115,0.0224,莫德凯撒,救赎
master,Malphite,47,0.1165,17050,0.1389,144,0.0224,墨菲特,救赎
platinum,Kassadin,36,0.1205,10815,0.1429,126,0.0224,卡萨丁,离子火花
master,Poppy,67,0.1117,7253,0.134,209,0.0223,波比,凌风
diamond,Shen,88,0.1141,12828,0.1364,154,0.0223,慎,自然之力
challenger,WuKong,35,0.1045,8208,0.1269,134,0.0223,孙悟空,钢铁烈阳之匣
master,Mordekaiser,59,0.0984,5986,0.1207,58,0.0223,莫德凯撒,静止法衣
platinum,Shen,27,0.1059,9464,0.1282,117,0.0223,慎,兹若特传送门
platinum,Malphite,35,0.1346,13652,0.1569,102,0.0222,墨菲特,钢铁烈阳之匣
diamond,Graves,17,0.1153,11229,0.1375,80,0.0222,格雷福斯,基克的先驱
diamond,Caitlyn,68,0.1084,4337,0.1304,69,0.0221,凯特琳,天神法球
challenger,Leona,5,0.0909,4590,0.1129,372,0.0221,蕾欧娜,锁子甲
grandmaster,Vi,1,0.0928,7230,0.1149,148,0.0221,蔚,暴风大剑
challenger,Graves,59,0.1041,10887,0.1262,103,0.0221,格雷福斯,静止法衣
challenger,ChoGath,15,0.0897,5394,0.1118,331,0.0221,科加斯,守护天使
master,WuKong,25,0.1046,8805,0.1266,158,0.022,孙悟空,泰坦的坚决
diamond,Ezreal,19,0.1067,9487,0.1286,70,0.0219,伊泽瑞尔,无尽之刃
challenger,Thresh,35,0.1599,10538,0.1818,77,0.0219,锤石,钢铁烈阳之匣
platinum,Kassadin,37,0.1205,10815,0.1423,246,0.0218,卡萨丁,莫雷洛秘典
master,Lux,67,0.1576,10438,0.1794,262,0.0218,拉克丝,凌风
challenger,Lux,3,0.1549,11560,0.1765,136,0.0215,拉克丝,无用大棒
challenger,Leona,4,0.0909,4590,0.1123,454,0.0215,蕾欧娜,女神之泪
challenger,Vi,35,0.088,6514,0.1095,338,0.0215,蔚,钢铁烈阳之匣
platinum,Leona,6,0.0838,4549,0.1053,456,0.0215,蕾欧娜,负极斗篷
challenger,Malphite,7,0.1082,16535,0.1296,54,0.0214,墨菲特,巨人腰带
challenger,Vi,39,0.088,6514,0.1094,64,0.0214,蔚,珠光护手
challenger,ChoGath,58,0.0897,5394,0.1111,72,0.0214,科加斯,叛逆者勋章
master,Lux,48,0.1576,10438,0.179,190,0.0214,拉克丝,星之守护者的符咒
diamond,Shen,6,0.1141,12828,0.1353,133,0.0213,慎,负极斗篷
diamond,Shaco,17,0.0644,1973,0.0857,70,0.0213,萨科,基克的先驱
challenger,KhaZix,19,0.1038,5730,0.125,64,0.0212,卡兹克,无尽之刃
master,Lulu,47,0.201,6815,0.2222,144,0.0212,璐璐,救赎
master,Lulu,18,0.201,6815,0.2222,81,0.0212,璐璐,破败王者之刃
grandmaster,Irelia,17,0.1167,2664,0.1379,87,0.0212,艾瑞莉娅,基克的先驱
